ts,pid,comm,file,size,entropy,is_enc
1769816821.90522,10196,apt-get,#4672,4096,4.8001,0
1769816821.9061723,10196,apt-get,#4672,4096,4.8607,0
1769816821.9070907,10196,apt-get,#4672,4096,4.7807,0
1769816821.9079497,10196,apt-get,#4672,4096,4.7757,0
1769816821.9087348,10196,apt-get,#4672,4096,4.7993,0
1769816821.9097688,10196,apt-get,#4672,4096,4.7064,0
1769816821.9105673,10196,apt-get,#4672,4096,4.6333,0
1769816821.911294,10196,apt-get,#4672,4096,4.6447,0
1769816821.9121184,10196,apt-get,#4672,4096,4.7227,0
1769816821.9129148,10196,apt-get,#4672,4096,4.7629,0
1769816821.9137244,10196,apt-get,#4672,4096,4.8655,0
1769816821.914498,10196,apt-get,#4672,4096,4.7109,0
1769816821.9152596,10196,apt-get,#4672,4096,4.7501,0
1769816821.916068,10196,apt-get,#4672,4096,4.7643,0
1769816821.9168284,10196,apt-get,#4672,4096,4.7808,0
1769816821.9176025,10196,apt-get,#4672,4096,4.6526,0
1769816821.918367,10196,apt-get,#4672,4096,4.7349,0
1769816821.9191668,10196,apt-get,#4672,4096,4.7142,0
1769816821.9199116,10196,apt-get,#4672,4096,4.6721,0
1769816821.920675,10196,apt-get,#4672,4096,4.6622,0
1769816821.9214098,10196,apt-get,#4672,4096,4.6781,0
1769816821.9221332,10196,apt-get,#4672,4096,4.7288,0
1769816821.9229217,10196,apt-get,#4672,4096,4.7702,0
1769816821.923704,10196,apt-get,#4672,4096,4.8179,0
1769816821.924507,10196,apt-get,#4672,4096,4.8027,0
1769816821.9252653,10196,apt-get,#4672,4096,4.7763,0
1769816821.926055,10196,apt-get,#4672,4096,4.7661,0
1769816821.9268405,10196,apt-get,#4672,4096,4.8134,0
1769816821.9276652,10196,apt-get,#4672,4096,4.6740,0
1769816821.9284992,10196,apt-get,#4672,4096,4.7006,0
1769816821.929256,10196,apt-get,#4672,4096,4.6505,0
1769816821.9299917,10196,apt-get,#4672,4096,4.6719,0
1769816821.9307866,10196,apt-get,#4672,4096,4.6639,0
1769816821.9315777,10196,apt-get,#4672,4096,4.7794,0
1769816821.9323227,10196,apt-get,#4672,4096,4.7340,0
1769816821.9330657,10196,apt-get,#4672,4096,4.8507,0
1769816821.933744,10196,apt-get,#4672,4096,4.7121,0
1769816821.934494,10196,apt-get,#4672,4096,4.7330,0
1769816821.935247,10196,apt-get,#4672,4096,4.7390,0
1769816821.9359868,10196,apt-get,#4672,4096,4.7425,0
1769816821.9366522,10196,apt-get,#4672,2978,4.7881,0
1769816821.9374204,10196,apt-get,#4672,4096,4.8094,0
1769816821.9381967,10196,apt-get,#4672,4096,4.7695,0
